,entity_id,state,created
16070,binary_sensor.0x00158d00045d21c2_occupancy,on,2021-11-16 08:16:09.862445
16071,binary_sensor.0x00158d00045d21c2_occupancy,off,2021-11-16 08:16:09.860740
16072,sensor.bedroom_entrance_illuminance_lux,0,2021-11-16 08:16:09.858005
16073,binary_sensor.0x00158d00045d21c2_occupancy,off,2021-11-16 08:15:41.523701
16074,binary_sensor.0x00158d00045d21c2_occupancy,on,2021-11-16 08:15:41.522166
16075,sensor.bedroom_entrance_illuminance_lux,0,2021-11-16 08:15:41.520069
16076,device_tracker.chris_phone,not_home,2021-11-16 08:15:08.700190
16078,binary_sensor.0x00158d00045d21c2_occupancy,on,2021-11-16 08:14:11.482327
16079,sensor.bedroom_entrance_illuminance_lux,0,2021-11-16 08:14:11.479926
16080,binary_sensor.0x00158d00045d21c2_occupancy,on,2021-11-16 08:13:08.196016
16081,sensor.bedroom_entrance_illuminance_lux,0,2021-11-16 08:13:08.193251
16083,binary_sensor.0x00158d00045d21c2_occupancy,on,2021-11-16 08:12:07.832739
16084,sensor.bedroom_entrance_illuminance_lux,0,2021-11-16 08:12:07.831178
16085,binary_sensor.0x00158d00045d21c2_occupancy,on,2021-11-16 08:12:07.821474
16086,binary_sensor.0x00158d00045d21c2_occupancy,off,2021-11-16 08:12:07.819810
16087,sensor.bedroom_entrance_illuminance_lux,0,2021-11-16 08:12:07.816710
16088,binary_sensor.0x00158d00045d21c2_occupancy,off,2021-11-16 08:10:57.867810
16089,binary_sensor.0x00158d00045d21c2_occupancy,on,2021-11-16 08:10:57.866607
16090,sensor.bedroom_entrance_illuminance_lux,0,2021-11-16 08:10:57.864344
16091,binary_sensor.0x00158d00066941c9_occupancy,off,2021-11-16 08:10:55.610038
16092,binary_sensor.0x00158d00066941c9_occupancy,on,2021-11-16 08:10:55.609079
16094,sensor.0x00158d00066941c9_illuminance_lux,42,2021-11-16 08:10:55.605730
16097,binary_sensor.0x00158d00045d21c2_occupancy,on,2021-11-16 08:09:27.869505
16098,sensor.bedroom_entrance_illuminance_lux,0,2021-11-16 08:09:27.867625
16099,binary_sensor.0x00158d00045d21c2_occupancy,on,2021-11-16 08:09:27.865616
16100,binary_sensor.0x00158d00045d21c2_occupancy,off,2021-11-16 08:09:27.864178
16101,sensor.bedroom_entrance_illuminance_lux,0,2021-11-16 08:09:27.862151
16102,binary_sensor.0x00158d00066941c9_occupancy,on,2021-11-16 08:09:25.610834
16103,binary_sensor.0x00158d00066941c9_occupancy,off,2021-11-16 08:09:25.609950
16105,sensor.0x00158d00066941c9_illuminance_lux,42,2021-11-16 08:09:25.608226
16107,sensor.0x00158d00066941c9_illuminance_lux,33,2021-11-16 08:09:25.606006
16113,binary_sensor.0x00158d00066941c9_occupancy,off,2021-11-16 08:04:53.586565
16114,binary_sensor.0x00158d00066941c9_occupancy,on,2021-11-16 08:04:53.585587
16116,sensor.0x00158d00066941c9_illuminance_lux,33,2021-11-16 08:04:53.581858
16118,binary_sensor.0x00158d00045d21c2_occupancy,off,2021-11-16 08:04:48.548561
16119,binary_sensor.0x00158d00045d21c2_occupancy,on,2021-11-16 08:04:48.547545
16120,sensor.bedroom_entrance_illuminance_lux,0,2021-11-16 08:04:48.545891
16122,binary_sensor.0x00158d00066941c9_occupancy,on,2021-11-16 08:03:23.582867
16123,binary_sensor.0x00158d00066941c9_occupancy,off,2021-11-16 08:03:23.581699
16125,sensor.0x00158d00066941c9_illuminance_lux,33,2021-11-16 08:03:23.579598
16127,sensor.0x00158d00066941c9_illuminance_lux,18,2021-11-16 08:03:23.576785
16129,binary_sensor.0x00158d00045d21c2_occupancy,on,2021-11-16 08:03:18.555105
16130,sensor.bedroom_entrance_illuminance_lux,0,2021-11-16 08:03:18.553151
16131,binary_sensor.0x00158d00045d21c2_occupancy,on,2021-11-16 08:03:18.544175
16132,binary_sensor.0x00158d00045d21c2_occupancy,off,2021-11-16 08:03:18.543019
16133,sensor.bedroom_entrance_illuminance_lux,0,2021-11-16 08:03:18.541252
16141,device_tracker.chris_phone,not_home,2021-11-16 07:58:23.538256
16151,device_tracker.chris_phone,not_home,2021-11-16 07:50:50.902946
16162,binary_sensor.0x00158d00066941c9_occupancy,off,2021-11-16 07:40:29.589158
16163,sensor.0x00158d00066941c9_illuminance_lux,18,2021-11-16 07:40:29.587704
16165,sensor.0x00158d00066941c9_illuminance_lux,3,2021-11-16 07:40:29.585061
16168,binary_sensor.0x00158d00045d21c2_occupancy,off,2021-11-16 07:38:51.592399
16169,sensor.bedroom_entrance_illuminance_lux,0,2021-11-16 07:38:51.591677
16170,sensor.bedroom_entrance_illuminance_lux,4,2021-11-16 07:38:51.590548
16174,device_tracker.chris_phone,home,2021-11-16 07:35:50.627758
16185,binary_sensor.0x00158d0001e4ad46_occupancy,off,2021-11-16 07:28:13.624944
16186,sensor.0x00158d0001e4ad46_illuminance_lux,8,2021-11-16 07:28:13.623944
16187,sensor.0x00158d0001e4ad46_illuminance_lux,4,2021-11-16 07:28:13.622766
16192,device_tracker.chris_phone,not_home,2021-11-16 07:21:14.447849
16195,device_tracker.chris_phone,not_home,2021-11-16 07:19:13.209331
16196,weather.home,fog,2021-11-16 07:18:36.764572
16202,device_tracker.chris_phone,not_home,2021-11-16 06:58:40.246838
16210,binary_sensor.0x00158d00045d21c2_occupancy,off,2021-11-16 06:43:50.596417
16211,sensor.bedroom_entrance_illuminance_lux,4,2021-11-16 06:43:50.594271
16213,device_tracker.chris_phone,not_home,2021-11-16 06:43:11.731004
16217,device_tracker.chris_phone,not_home,2021-11-16 06:33:40.166053
16218,binary_sensor.0x00158d0001e4ad46_occupancy,off,2021-11-16 06:33:12.495330
16219,sensor.0x00158d0001e4ad46_illuminance_lux,4,2021-11-16 06:33:12.493719
16220,device_tracker.chris_phone,not_home,2021-11-16 06:29:27.828622
16225,weather.home,fog,2021-11-16 06:16:36.742325
16227,device_tracker.chris_phone,not_home,2021-11-16 06:13:39.689759
16230,device_tracker.chris_phone,not_home,2021-11-16 05:58:38.982714
16233,binary_sensor.0x00158d00066941c9_occupancy,off,2021-11-16 05:50:26.462862
16235,sensor.0x00158d00066941c9_illuminance_lux,3,2021-11-16 05:50:26.461134
16238,sensor.0x00158d00066941c9_illuminance_lux,4,2021-11-16 05:50:26.458102
16240,binary_sensor.0x00158d00045d21c2_occupancy,off,2021-11-16 05:48:48.526458
16241,sensor.bedroom_entrance_illuminance_lux,4,2021-11-16 05:48:48.525651
16242,sensor.bedroom_entrance_illuminance_lux,3,2021-11-16 05:48:48.524480
16247,device_tracker.chris_phone,not_home,2021-11-16 05:43:25.914726
16248,device_tracker.chris_phone,not_home,2021-11-16 05:40:42.224689
16250,binary_sensor.0x00158d0001e4ad46_occupancy,off,2021-11-16 05:38:12.049776
16251,sensor.0x00158d0001e4ad46_illuminance_lux,4,2021-11-16 05:38:12.048846
16252,sensor.0x00158d0001e4ad46_illuminance_lux,3,2021-11-16 05:38:12.047690
16253,device_tracker.chris_phone,not_home,2021-11-16 05:30:32.169249
16257,device_tracker.chris_phone,not_home,2021-11-16 05:15:14.240714
16259,weather.home,fog,2021-11-16 05:14:36.753206
16261,device_tracker.chris_phone,not_home,2021-11-16 05:05:51.360901
16264,binary_sensor.0x00158d00066941c9_occupancy,off,2021-11-16 04:55:25.484555
16265,sensor.0x00158d00066941c9_illuminance_lux,4,2021-11-16 04:55:25.481951
16268,sensor.0x00158d00066941c9_illuminance_lux,3,2021-11-16 04:55:25.477641
16270,binary_sensor.0x00158d00045d21c2_occupancy,off,2021-11-16 04:53:48.808014
16271,sensor.bedroom_entrance_illuminance_lux,3,2021-11-16 04:53:48.806854
16272,sensor.bedroom_entrance_illuminance_lux,4,2021-11-16 04:53:48.805626
16274,device_tracker.chris_phone,not_home,2021-11-16 04:45:51.010111
16277,binary_sensor.0x00158d0001e4ad46_occupancy,off,2021-11-16 04:43:11.731804
16278,sensor.0x00158d0001e4ad46_illuminance_lux,3,2021-11-16 04:43:11.730097
16280,device_tracker.chris_phone,not_home,2021-11-16 04:33:39.017863
16283,weather.home,partlycloudy,2021-11-16 04:12:36.789193
16285,device_tracker.chris_phone,not_home,2021-11-16 04:11:11.344715
16287,device_tracker.chris_phone,not_home,2021-11-16 04:10:36.846752
16291,binary_sensor.0x00158d00066941c9_occupancy,off,2021-11-16 04:00:23.136915
16293,sensor.0x00158d00066941c9_illuminance_lux,3,2021-11-16 04:00:23.135141
16296,sensor.0x00158d00066941c9_illuminance_lux,16,2021-11-16 04:00:23.132114
16298,binary_sensor.0x00158d00045d21c2_occupancy,off,2021-11-16 03:58:48.158216
16299,sensor.bedroom_entrance_illuminance_lux,4,2021-11-16 03:58:48.157456
16300,sensor.bedroom_entrance_illuminance_lux,0,2021-11-16 03:58:48.156260
16302,device_tracker.chris_phone,not_home,2021-11-16 03:54:58.019194
16303,binary_sensor.0x00158d0001e4ad46_occupancy,off,2021-11-16 03:48:10.587451
16304,sensor.0x00158d0001e4ad46_illuminance_lux,3,2021-11-16 03:48:10.586680
16305,sensor.0x00158d0001e4ad46_illuminance_lux,7,2021-11-16 03:48:10.585552
16309,device_tracker.chris_phone,not_home,2021-11-16 03:43:36.333709
16312,device_tracker.chris_phone,not_home,2021-11-16 03:29:57.260691
16320,device_tracker.chris_phone,not_home,2021-11-16 03:11:02.153733
16321,weather.home,cloudy,2021-11-16 03:10:36.819475
16325,device_tracker.chris_phone,not_home,2021-11-16 03:05:38.653565
16326,binary_sensor.0x00158d00066941c9_occupancy,off,2021-11-16 03:05:21.231452
16328,sensor.0x00158d00066941c9_illuminance_lux,16,2021-11-16 03:05:21.229452
16331,sensor.0x00158d00066941c9_illuminance_lux,3,2021-11-16 03:05:21.226782
16335,binary_sensor.0x00158d00045d21c2_occupancy,off,2021-11-16 03:03:46.627610
16336,sensor.bedroom_entrance_illuminance_lux,0,2021-11-16 03:03:46.625979
16339,device_tracker.chris_phone,not_home,2021-11-16 03:00:06.154538
16340,device_tracker.chris_phone,not_home,2021-11-16 02:58:40.639972
16343,binary_sensor.0x00158d0001e4ad46_occupancy,off,2021-11-16 02:53:11.170005
16344,sensor.0x00158d0001e4ad46_illuminance_lux,7,2021-11-16 02:53:11.169091
16345,sensor.0x00158d0001e4ad46_illuminance_lux,8,2021-11-16 02:53:11.167992
16347,binary_sensor.0x00158d00066941c9_occupancy,off,2021-11-16 02:44:06.172325
16348,binary_sensor.0x00158d00066941c9_occupancy,on,2021-11-16 02:44:06.171056
16350,sensor.0x00158d00066941c9_illuminance_lux,3,2021-11-16 02:44:06.166960
16352,binary_sensor.0x00158d00045d21c2_occupancy,off,2021-11-16 02:44:00.589461
16353,binary_sensor.0x00158d00045d21c2_occupancy,on,2021-11-16 02:44:00.588428
16354,sensor.bedroom_entrance_illuminance_lux,0,2021-11-16 02:44:00.586832
16358,device_tracker.chris_phone,not_home,2021-11-16 02:43:38.623828
16361,binary_sensor.0x00158d00066941c9_occupancy,on,2021-11-16 02:42:36.163764
16362,binary_sensor.0x00158d00066941c9_occupancy,off,2021-11-16 02:42:36.162670
16365,sensor.0x00158d00066941c9_illuminance_lux,3,2021-11-16 02:42:36.158094
16369,binary_sensor.0x00158d00045d21c2_occupancy,on,2021-11-16 02:42:30.581167
16370,binary_sensor.0x00158d00045d21c2_occupancy,off,2021-11-16 02:42:30.579982
16371,sensor.bedroom_entrance_illuminance_lux,0,2021-11-16 02:42:30.578288
16376,device_tracker.chris_phone,not_home,2021-11-16 02:29:39.645844
16391,device_tracker.chris_phone,not_home,2021-11-16 02:13:11.691538
16392,binary_sensor.0x00158d00045d21c2_occupancy,off,2021-11-16 02:10:55.968974
16393,binary_sensor.0x00158d00045d21c2_occupancy,on,2021-11-16 02:10:55.967680
16394,sensor.bedroom_entrance_illuminance_lux,0,2021-11-16 02:10:55.965633
16395,binary_sensor.0x00158d00066941c9_occupancy,off,2021-11-16 02:10:53.226302
16396,binary_sensor.0x00158d00066941c9_occupancy,on,2021-11-16 02:10:53.225352
16398,sensor.0x00158d00066941c9_illuminance_lux,3,2021-11-16 02:10:53.220199
16402,binary_sensor.0x00158d00066941c9_occupancy,on,2021-11-16 02:10:41.610528
16404,sensor.0x00158d00066941c9_illuminance_lux,3,2021-11-16 02:10:41.608821
16407,sensor.0x00158d00066941c9_illuminance_lux,17,2021-11-16 02:10:41.606224
16409,binary_sensor.0x00158d00045d21c2_occupancy,on,2021-11-16 02:09:25.942349
16410,binary_sensor.0x00158d00045d21c2_occupancy,off,2021-11-16 02:09:25.940591
16411,sensor.bedroom_entrance_illuminance_lux,0,2021-11-16 02:09:25.937598
16426,binary_sensor.0x00158d00066941c9_occupancy,on,2021-11-16 02:09:23.227153
16429,sensor.0x00158d00066941c9_illuminance_lux,17,2021-11-16 02:09:23.219573
16431,binary_sensor.0x00158d00066941c9_occupancy,on,2021-11-16 02:09:23.211723
16432,binary_sensor.0x00158d00066941c9_occupancy,off,2021-11-16 02:09:23.210300
16434,sensor.0x00158d00066941c9_illuminance_lux,17,2021-11-16 02:09:23.207082
16436,sensor.0x00158d00066941c9_illuminance_lux,20,2021-11-16 02:09:23.202667
16446,binary_sensor.0x00158d00045d21c2_occupancy,off,2021-11-16 02:09:02.506021
16447,binary_sensor.0x00158d00045d21c2_occupancy,on,2021-11-16 02:09:02.504985
16448,sensor.bedroom_entrance_illuminance_lux,0,2021-11-16 02:09:02.503432
16449,binary_sensor.0x00158d00066941c9_occupancy,off,2021-11-16 02:08:59.956535
16450,binary_sensor.0x00158d00066941c9_occupancy,on,2021-11-16 02:08:59.955552
16452,sensor.0x00158d00066941c9_illuminance_lux,20,2021-11-16 02:08:59.951986
16454,weather.home,cloudy,2021-11-16 02:08:36.798397
16478,binary_sensor.0x00158d00045d21c2_occupancy,on,2021-11-16 02:07:32.495070
16479,binary_sensor.0x00158d00045d21c2_occupancy,off,2021-11-16 02:07:32.492989
16480,sensor.bedroom_entrance_illuminance_lux,0,2021-11-16 02:07:32.490606
16481,binary_sensor.0x00158d00045d21c2_occupancy,off,2021-11-16 02:07:30.875072
16482,sensor.bedroom_entrance_illuminance_lux,0,2021-11-16 02:07:30.873520
16483,binary_sensor.0x00158d00066941c9_occupancy,on,2021-11-16 02:07:29.956938
16484,binary_sensor.0x00158d00066941c9_occupancy,off,2021-11-16 02:07:29.955735
16486,sensor.0x00158d00066941c9_illuminance_lux,20,2021-11-16 02:07:29.953292
16488,sensor.0x00158d00066941c9_illuminance_lux,16,2021-11-16 02:07:29.950785
16492,binary_sensor.0x00158d0001e4ad46_occupancy,off,2021-11-16 01:58:09.851338
16493,sensor.0x00158d0001e4ad46_illuminance_lux,8,2021-11-16 01:58:09.850604
16494,sensor.0x00158d0001e4ad46_illuminance_lux,16,2021-11-16 01:58:09.849419
16496,device_tracker.chris_phone,not_home,2021-11-16 01:57:33.251847
16497,binary_sensor.0x00158d00045d21c2_occupancy,off,2021-11-16 01:57:15.370186
16498,binary_sensor.0x00158d00045d21c2_occupancy,on,2021-11-16 01:57:15.369149
16499,sensor.bedroom_entrance_illuminance_lux,0,2021-11-16 01:57:15.367409
16500,binary_sensor.0x00158d00066941c9_occupancy,off,2021-11-16 01:57:11.754645
16501,binary_sensor.0x00158d00066941c9_occupancy,on,2021-11-16 01:57:11.753528
16503,sensor.0x00158d00066941c9_illuminance_lux,16,2021-11-16 01:57:11.749694
16507,binary_sensor.0x00158d00045d21c2_occupancy,on,2021-11-16 01:55:45.361350
16508,binary_sensor.0x00158d00045d21c2_occupancy,off,2021-11-16 01:55:45.360382
16509,sensor.bedroom_entrance_illuminance_lux,0,2021-11-16 01:55:45.358661
16548,binary_sensor.0x00158d00066941c9_occupancy,on,2021-11-16 01:55:41.747638
16549,binary_sensor.0x00158d00066941c9_occupancy,off,2021-11-16 01:55:41.746002
16550,sensor.0x00158d00066941c9_illuminance_lux,16,2021-11-16 01:55:41.743342
16552,sensor.0x00158d00066941c9_illuminance_lux,20,2021-11-16 01:55:41.738916
16569,device_tracker.chris_phone,not_home,2021-11-16 01:55:30.106790
16577,binary_sensor.0x00158d00066941c9_occupancy,off,2021-11-16 01:16:14.607617
16580,sensor.0x00158d00066941c9_illuminance_lux,20,2021-11-16 01:16:14.602768
16583,device_tracker.chris_phone,home,2021-11-16 01:11:31.752077
16584,binary_sensor.0x00158d00045d21c2_occupancy,off,2021-11-16 01:10:48.772960
16585,sensor.bedroom_entrance_illuminance_lux,0,2021-11-16 01:10:48.771317
16586,weather.home,cloudy,2021-11-16 01:06:36.775232
16588,device_tracker.chris_phone,not_home,2021-11-16 01:03:39.175410
16592,device_tracker.chris_phone,not_home,2021-11-16 00:45:52.046709
16595,device_tracker.chris_phone,not_home,2021-11-16 00:40:50.683917
16596,device_tracker.chris_phone,not_home,2021-11-16 00:33:39.603016
16602,binary_sensor.0x00158d00066941c9_occupancy,off,2021-11-16 00:21:13.941214
16604,sensor.0x00158d00066941c9_illuminance_lux,20,2021-11-16 00:21:13.939524
16606,sensor.0x00158d00066941c9_illuminance_lux,25,2021-11-16 00:21:13.937141
16609,binary_sensor.0x00158d00045d21c2_occupancy,off,2021-11-16 00:15:47.323851
16610,sensor.bedroom_entrance_illuminance_lux,0,2021-11-16 00:15:47.322091
16612,device_tracker.chris_phone,not_home,2021-11-16 00:15:17.110189
16614,device_tracker.chris_phone,not_home,2021-11-16 00:12:57.652729
16615,binary_sensor.0x00158d00066941c9_occupancy,off,2021-11-16 00:09:25.422794
16616,binary_sensor.0x00158d00066941c9_occupancy,on,2021-11-16 00:09:25.421764
16618,sensor.0x00158d00066941c9_illuminance_lux,25,2021-11-16 00:09:25.418424
16620,binary_sensor.0x00158d0001e4ad46_occupancy,off,2021-11-16 00:08:06.824726
16621,sensor.0x00158d0001e4ad46_illuminance_lux,16,2021-11-16 00:08:06.823994
16622,sensor.0x00158d0001e4ad46_illuminance_lux,17,2021-11-16 00:08:06.822839
16623,binary_sensor.0x00158d00066941c9_occupancy,on,2021-11-16 00:07:55.406490
16625,sensor.0x00158d00066941c9_illuminance_lux,25,2021-11-16 00:07:55.403816
16627,sensor.0x00158d00066941c9_illuminance_lux,18,2021-11-16 00:07:55.398756
16629,binary_sensor.0x00158d00066941c9_occupancy,on,2021-11-16 00:06:53.140789
16630,binary_sensor.0x00158d00066941c9_occupancy,off,2021-11-16 00:06:53.139508
16631,sensor.0x00158d00066941c9_illuminance_lux,18,2021-11-16 00:06:53.137408
16633,sensor.0x00158d00066941c9_illuminance_lux,20,2021-11-16 00:06:53.134890
16636,weather.home,cloudy,2021-11-16 00:04:36.793701
16639,device_tracker.chris_phone,not_home,2021-11-15 23:56:44.272214
16644,binary_sensor.0x00158d00066941c9_occupancy,off,2021-11-15 23:26:40.301692
16647,sensor.0x00158d00066941c9_illuminance_lux,20,2021-11-15 23:26:40.297690
16650,binary_sensor.0x00158d0001e4ad46_occupancy,off,2021-11-15 23:13:07.380829
16651,sensor.0x00158d0001e4ad46_illuminance_lux,17,2021-11-15 23:13:07.379990
16652,sensor.0x00158d0001e4ad46_illuminance_lux,16,2021-11-15 23:13:07.378701
16654,device_tracker.chris_phone,home,2021-11-15 23:03:46.245677
16655,weather.home,cloudy,2021-11-15 23:02:36.912923
16658,device_tracker.chris_phone,home,2021-11-15 22:48:31.886333
16660,device_tracker.chris_phone,not_home,2021-11-15 22:41:43.342052
16662,binary_sensor.0x00158d00066941c9_occupancy,off,2021-11-15 22:31:37.020987
16664,sensor.0x00158d00066941c9_illuminance_lux,20,2021-11-15 22:31:37.019041
16666,sensor.0x00158d00066941c9_illuminance_lux,25,2021-11-15 22:31:37.016238
16669,binary_sensor.0x00158d00045d21c2_occupancy,off,2021-11-15 22:25:46.857648
16670,sensor.bedroom_entrance_illuminance_lux,0,2021-11-15 22:25:46.855872
16672,device_tracker.chris_phone,not_home,2021-11-15 22:25:30.273197
16677,device_tracker.chris_phone,not_home,2021-11-15 22:18:33.642994
16678,binary_sensor.0x00158d0001e4ad46_occupancy,off,2021-11-15 22:18:05.110945
16679,sensor.0x00158d0001e4ad46_illuminance_lux,16,2021-11-15 22:18:05.110062
16680,sensor.0x00158d0001e4ad46_illuminance_lux,17,2021-11-15 22:18:05.108908
16682,device_tracker.chris_phone,not_home,2021-11-15 22:17:34.649775
16684,device_tracker.chris_phone,not_home,2021-11-15 22:16:52.910453
16686,device_tracker.chris_phone,not_home,2021-11-15 22:13:27.778954
16688,device_tracker.chris_phone,not_home,2021-11-15 22:12:45.712656
16690,device_tracker.chris_phone,not_home,2021-11-15 22:10:41.592127
16691,binary_sensor.0x00158d00066941c9_occupancy,off,2021-11-15 22:10:34.667903
16692,binary_sensor.0x00158d00066941c9_occupancy,on,2021-11-15 22:10:34.666968
16694,sensor.0x00158d00066941c9_illuminance_lux,25,2021-11-15 22:10:34.663734
16696,binary_sensor.0x00158d00066941c9_occupancy,on,2021-11-15 22:09:04.646446
16698,sensor.0x00158d00066941c9_illuminance_lux,25,2021-11-15 22:09:04.643468
16700,sensor.0x00158d00066941c9_illuminance_lux,18,2021-11-15 22:09:04.638950
16702,binary_sensor.0x00158d00066941c9_occupancy,on,2021-11-15 22:07:49.160187
16705,sensor.0x00158d00066941c9_illuminance_lux,18,2021-11-15 22:07:49.155484
16707,binary_sensor.0x00158d00066941c9_occupancy,on,2021-11-15 22:07:49.142785
16708,binary_sensor.0x00158d00066941c9_occupancy,off,2021-11-15 22:07:49.141685
16710,sensor.0x00158d00066941c9_illuminance_lux,18,2021-11-15 22:07:49.139419
16712,sensor.0x00158d00066941c9_illuminance_lux,20,2021-11-15 22:07:49.136889
16716,device_tracker.chris_phone,not_home,2021-11-15 22:07:13.608947
16718,device_tracker.chris_phone,not_home,2021-11-15 22:06:33.700624
16720,device_tracker.chris_phone,not_home,2021-11-15 22:05:35.799175
16722,device_tracker.chris_phone,not_home,2021-11-15 22:04:54.770613
16723,weather.home,cloudy,2021-11-15 22:00:36.777304
16726,device_tracker.chris_phone,not_home,2021-11-15 21:53:51.703111
16729,device_tracker.chris_phone,not_home,2021-11-15 21:53:10.039911
16732,device_tracker.chris_phone,not_home,2021-11-15 21:44:32.792098
16734,device_tracker.chris_phone,not_home,2021-11-15 21:43:51.658576
16735,device_tracker.chris_phone,not_home,2021-11-15 21:41:50.193023
16737,binary_sensor.0x00158d00066941c9_occupancy,off,2021-11-15 21:36:55.929237
16740,sensor.0x00158d00066941c9_illuminance_lux,20,2021-11-15 21:36:55.924580
16742,binary_sensor.0x00158d00045d21c2_occupancy,off,2021-11-15 21:30:47.422189
16743,sensor.bedroom_entrance_illuminance_lux,0,2021-11-15 21:30:47.420616
16745,binary_sensor.0x00158d0001e4ad46_occupancy,off,2021-11-15 21:23:04.331271
16746,sensor.0x00158d0001e4ad46_illuminance_lux,17,2021-11-15 21:23:04.330551
16747,sensor.0x00158d0001e4ad46_illuminance_lux,16,2021-11-15 21:23:04.329328
16751,weather.home,partlycloudy,2021-11-15 20:58:36.809832
16753,device_tracker.chris_phone,not_home,2021-11-15 20:57:28.796127
16755,device_tracker.chris_phone,not_home,2021-11-15 20:56:47.057269
16759,device_tracker.chris_phone,not_home,2021-11-15 20:55:23.815451
16761,device_tracker.chris_phone,not_home,2021-11-15 20:51:37.782593
16763,device_tracker.chris_phone,not_home,2021-11-15 20:50:56.730500
16766,device_tracker.chris_phone,home,2021-11-15 20:48:39.231544
16769,device_tracker.chris_phone,not_home,2021-11-15 20:45:59.945774
16772,binary_sensor.0x00158d00066941c9_occupancy,off,2021-11-15 20:41:55.442261
16775,sensor.0x00158d00066941c9_illuminance_lux,20,2021-11-15 20:41:55.438167
16777,binary_sensor.0x00158d00045d21c2_occupancy,off,2021-11-15 20:35:45.799652
16778,sensor.bedroom_entrance_illuminance_lux,0,2021-11-15 20:35:45.797346
16780,device_tracker.chris_phone,not_home,2021-11-15 20:33:43.076588
16782,device_tracker.chris_phone,not_home,2021-11-15 20:33:01.665266
16784,device_tracker.chris_phone,not_home,2021-11-15 20:31:40.814550
16786,device_tracker.chris_phone,not_home,2021-11-15 20:30:58.741894
16789,device_tracker.chris_phone,not_home,2021-11-15 20:15:48.722736
16792,device_tracker.chris_phone,not_home,2021-11-15 19:59:28.163695
16793,weather.home,partlycloudy,2021-11-15 19:56:36.743906
16797,binary_sensor.0x00158d00066941c9_occupancy,off,2021-11-15 19:46:55.598552
16799,sensor.0x00158d00066941c9_illuminance_lux,20,2021-11-15 19:46:55.596848
16801,sensor.0x00158d00066941c9_illuminance_lux,25,2021-11-15 19:46:55.593698
16803,binary_sensor.0x00158d00066941c9_occupancy,off,2021-11-15 19:46:32.221081
16804,binary_sensor.0x00158d00066941c9_occupancy,on,2021-11-15 19:46:32.219679
16806,sensor.0x00158d00066941c9_illuminance_lux,25,2021-11-15 19:46:32.216106
16808,binary_sensor.0x00158d00066941c9_occupancy,on,2021-11-15 19:45:02.203499
16810,sensor.0x00158d00066941c9_illuminance_lux,25,2021-11-15 19:45:02.199776
16812,sensor.0x00158d00066941c9_illuminance_lux,18,2021-11-15 19:45:02.195437
16814,binary_sensor.0x00158d00066941c9_occupancy,on,2021-11-15 19:44:01.440737
16815,binary_sensor.0x00158d00066941c9_occupancy,off,2021-11-15 19:44:01.439532
16816,sensor.0x00158d00066941c9_illuminance_lux,18,2021-11-15 19:44:01.438048
16818,sensor.0x00158d00066941c9_illuminance_lux,21,2021-11-15 19:44:01.434694
16821,binary_sensor.0x00158d00045d21c2_occupancy,off,2021-11-15 19:40:43.371493
16822,sensor.bedroom_entrance_illuminance_lux,0,2021-11-15 19:40:43.369677
16824,device_tracker.chris_phone,not_home,2021-11-15 19:40:16.702384
16826,device_tracker.chris_phone,not_home,2021-11-15 19:34:25.072988
16827,binary_sensor.0x00158d0001e4ad46_occupancy,off,2021-11-15 19:33:04.141633
16828,sensor.0x00158d0001e4ad46_illuminance_lux,16,2021-11-15 19:33:04.140836
16829,sensor.0x00158d0001e4ad46_illuminance_lux,19,2021-11-15 19:33:04.139591
16831,device_tracker.chris_phone,not_home,2021-11-15 19:25:52.892647
16836,device_tracker.chris_phone,not_home,2021-11-15 19:05:09.809251
16838,device_tracker.chris_phone,not_home,2021-11-15 19:04:28.117779
16840,device_tracker.chris_phone,not_home,2021-11-15 18:56:46.947866
16842,device_tracker.chris_phone,not_home,2021-11-15 18:56:04.648533
16845,weather.home,cloudy,2021-11-15 18:54:36.733720
16847,binary_sensor.0x00158d00066941c9_occupancy,off,2021-11-15 18:52:29.249229
16849,sensor.0x00158d00066941c9_illuminance_lux,21,2021-11-15 18:52:29.247569
16851,sensor.0x00158d00066941c9_illuminance_lux,25,2021-11-15 18:52:29.245132
16854,device_tracker.chris_phone,not_home,2021-11-15 18:50:08.005697
16856,device_tracker.chris_phone,not_home,2021-11-15 18:49:17.314298
16858,binary_sensor.0x00158d00045d21c2_occupancy,off,2021-11-15 18:45:43.352923
16859,sensor.bedroom_entrance_illuminance_lux,0,2021-11-15 18:45:43.350898
16861,device_tracker.chris_phone,not_home,2021-11-15 18:44:23.119077
16867,binary_sensor.0x00158d00045d21c2_occupancy,off,2021-11-15 18:42:12.980044
16868,binary_sensor.0x00158d00045d21c2_occupancy,on,2021-11-15 18:42:12.979033
16869,sensor.bedroom_entrance_illuminance_lux,0,2021-11-15 18:42:12.977308
16870,binary_sensor.0x00158d00066941c9_occupancy,off,2021-11-15 18:42:07.539194
16871,binary_sensor.0x00158d00066941c9_occupancy,on,2021-11-15 18:42:07.538143
16873,sensor.0x00158d00066941c9_illuminance_lux,25,2021-11-15 18:42:07.534228
16877,binary_sensor.0x00158d00045d21c2_occupancy,on,2021-11-15 18:40:42.988786
16878,sensor.bedroom_entrance_illuminance_lux,0,2021-11-15 18:40:42.987241
