,entity_id,state,created
6252,sensor.bedroom_entrance_illuminance_lux,3,2021-11-23 05:00:11.694549
6253,sensor.bedroom_entrance_illuminance_lux,0,2021-11-23 05:00:11.693304
6255,binary_sensor.0x00158d0001e4ad46_occupancy,off,2021-11-23 04:55:50.778184
6256,sensor.0x00158d0001e4ad46_illuminance_lux,3,2021-11-23 04:55:50.777353
6257,sensor.0x00158d0001e4ad46_illuminance_lux,7,2021-11-23 04:55:50.776335
6258,device_tracker.chris_phone,not_home,2021-11-23 04:55:12.618520
6263,device_tracker.chris_phone,not_home,2021-11-23 04:37:45.225706
6264,binary_sensor.0x00158d00066941c9_occupancy,off,2021-11-23 04:34:42.841210
6265,sensor.0x00158d00066941c9_illuminance_lux,3,2021-11-23 04:34:42.839634
6267,sensor.0x00158d00066941c9_illuminance_lux,16,2021-11-23 04:34:42.836964
6276,device_tracker.chris_phone,not_home,2021-11-23 04:23:39.410156
6277,weather.home,cloudy,2021-11-23 04:21:39.715821
6280,device_tracker.chris_phone,not_home,2021-11-23 04:20:57.860205
6284,device_tracker.chris_phone,not_home,2021-11-23 04:12:49.986669
6287,binary_sensor.0x00158d00045d21c2_occupancy,off,2021-11-23 04:05:10.051138
6288,sensor.bedroom_entrance_illuminance_lux,0,2021-11-23 04:05:10.049475
6290,device_tracker.chris_phone,not_home,2021-11-23 04:04:28.118911
6292,binary_sensor.0x00158d0001e4ad46_occupancy,off,2021-11-23 04:00:50.199175
6293,sensor.0x00158d0001e4ad46_illuminance_lux,7,2021-11-23 04:00:50.197701
6297,device_tracker.chris_phone,not_home,2021-11-23 03:59:22.700465
6300,device_tracker.chris_phone,not_home,2021-11-23 03:44:02.053571
6303,device_tracker.chris_phone,not_home,2021-11-23 03:41:00.806344
6304,binary_sensor.0x00158d00066941c9_occupancy,off,2021-11-23 03:39:40.502903
6306,sensor.0x00158d00066941c9_illuminance_lux,16,2021-11-23 03:39:40.501172
6308,sensor.0x00158d00066941c9_illuminance_lux,25,2021-11-23 03:39:40.498825
6329,device_tracker.chris_phone,not_home,2021-11-23 03:24:47.814497
6330,weather.home,cloudy,2021-11-23 03:22:39.734855
6333,device_tracker.chris_phone,not_home,2021-11-23 03:14:47.444668
6336,binary_sensor.0x00158d00045d21c2_occupancy,off,2021-11-23 03:12:41.689612
6337,binary_sensor.0x00158d00045d21c2_occupancy,on,2021-11-23 03:12:41.688622
6338,sensor.bedroom_entrance_illuminance_lux,0,2021-11-23 03:12:41.687014
6339,binary_sensor.0x00158d00066941c9_occupancy,off,2021-11-23 03:12:38.997710
6340,binary_sensor.0x00158d00066941c9_occupancy,on,2021-11-23 03:12:38.996857
6342,sensor.0x00158d00066941c9_illuminance_lux,25,2021-11-23 03:12:38.993796
6345,binary_sensor.0x00158d00045d21c2_occupancy,on,2021-11-23 03:11:11.675910
6346,binary_sensor.0x00158d00045d21c2_occupancy,off,2021-11-23 03:11:11.673994
6347,sensor.bedroom_entrance_illuminance_lux,0,2021-11-23 03:11:11.671666
6348,binary_sensor.0x00158d00066941c9_occupancy,on,2021-11-23 03:11:08.982906
6349,binary_sensor.0x00158d00066941c9_occupancy,off,2021-11-23 03:11:08.981666
6351,sensor.0x00158d00066941c9_illuminance_lux,25,2021-11-23 03:11:08.979888
6353,sensor.0x00158d00066941c9_illuminance_lux,16,2021-11-23 03:11:08.976897
6355,binary_sensor.0x00158d00066941c9_occupancy,off,2021-11-23 03:10:37.126988
6356,binary_sensor.0x00158d00066941c9_occupancy,on,2021-11-23 03:10:37.125981
6358,sensor.0x00158d00066941c9_illuminance_lux,16,2021-11-23 03:10:37.122951
6360,binary_sensor.0x00158d00045d21c2_occupancy,off,2021-11-23 03:10:33.393596
6361,binary_sensor.0x00158d00045d21c2_occupancy,on,2021-11-23 03:10:33.392565
6362,sensor.bedroom_entrance_illuminance_lux,0,2021-11-23 03:10:33.390979
6363,binary_sensor.0x00158d00045d21c2_occupancy,on,2021-11-23 03:10:06.738191
6364,sensor.bedroom_entrance_illuminance_lux,0,2021-11-23 03:10:06.736620
6365,binary_sensor.0x00158d00066941c9_occupancy,on,2021-11-23 03:09:07.120686
6366,binary_sensor.0x00158d00066941c9_occupancy,off,2021-11-23 03:09:07.118999
6367,sensor.0x00158d00066941c9_illuminance_lux,16,2021-11-23 03:09:07.117674
6369,sensor.0x00158d00066941c9_illuminance_lux,17,2021-11-23 03:09:07.115642
6371,binary_sensor.0x00158d00045d21c2_occupancy,on,2021-11-23 03:09:03.397707
6372,sensor.bedroom_entrance_illuminance_lux,0,2021-11-23 03:09:03.396182
6373,binary_sensor.0x00158d00045d21c2_occupancy,on,2021-11-23 03:09:03.387488
6374,binary_sensor.0x00158d00045d21c2_occupancy,off,2021-11-23 03:09:03.386555
6375,sensor.bedroom_entrance_illuminance_lux,0,2021-11-23 03:09:03.385045
6377,binary_sensor.0x00158d0001e4ad46_occupancy,off,2021-11-23 03:05:50.630092
6378,sensor.0x00158d0001e4ad46_illuminance_lux,7,2021-11-23 03:05:50.629428
6379,sensor.0x00158d0001e4ad46_illuminance_lux,16,2021-11-23 03:05:50.628308
6381,device_tracker.chris_phone,not_home,2021-11-23 03:03:23.414960
6383,device_tracker.chris_phone,not_home,2021-11-23 03:01:56.871736
6385,binary_sensor.0x00158d00045d21c2_occupancy,off,2021-11-23 02:58:59.384514
6386,binary_sensor.0x00158d00045d21c2_occupancy,on,2021-11-23 02:58:59.382935
6387,sensor.bedroom_entrance_illuminance_lux,0,2021-11-23 02:58:59.380986
6390,binary_sensor.0x00158d00045d21c2_occupancy,on,2021-11-23 02:57:29.384990
6391,sensor.bedroom_entrance_illuminance_lux,0,2021-11-23 02:57:29.383431
6392,binary_sensor.0x00158d00045d21c2_occupancy,on,2021-11-23 02:57:29.375966
6393,sensor.bedroom_entrance_illuminance_lux,0,2021-11-23 02:57:29.371809
6394,binary_sensor.0x00158d00066941c9_occupancy,off,2021-11-23 02:57:17.609469
6395,binary_sensor.0x00158d00066941c9_occupancy,on,2021-11-23 02:57:17.608064
6397,sensor.0x00158d00066941c9_illuminance_lux,17,2021-11-23 02:57:17.603780
6399,binary_sensor.0x00158d00045d21c2_occupancy,on,2021-11-23 02:56:22.811117
6400,sensor.bedroom_entrance_illuminance_lux,0,2021-11-23 02:56:22.809588
6445,binary_sensor.0x00158d00066941c9_occupancy,on,2021-11-23 02:55:47.604514
6448,sensor.0x00158d00066941c9_illuminance_lux,17,2021-11-23 02:55:47.600064
6450,binary_sensor.0x00158d00066941c9_occupancy,on,2021-11-23 02:55:47.586860
6451,binary_sensor.0x00158d00066941c9_occupancy,off,2021-11-23 02:55:47.585843
6453,sensor.0x00158d00066941c9_illuminance_lux,17,2021-11-23 02:55:47.584299
6455,sensor.0x00158d00066941c9_illuminance_lux,20,2021-11-23 02:55:47.581781
6457,binary_sensor.0x00158d00045d21c2_occupancy,on,2021-11-23 02:55:08.841589
6458,sensor.bedroom_entrance_illuminance_lux,0,2021-11-23 02:55:08.838292
6460,device_tracker.chris_phone,not_home,2021-11-23 02:54:18.662849
6461,binary_sensor.0x00158d00045d21c2_occupancy,on,2021-11-23 02:53:45.613878
6462,sensor.bedroom_entrance_illuminance_lux,0,2021-11-23 02:53:45.612199
6463,binary_sensor.0x00158d00045d21c2_occupancy,on,2021-11-23 02:53:45.602744
6464,binary_sensor.0x00158d00045d21c2_occupancy,off,2021-11-23 02:53:45.601116
6465,sensor.bedroom_entrance_illuminance_lux,0,2021-11-23 02:53:45.597979
6466,binary_sensor.0x00158d00045d21c2_occupancy,off,2021-11-23 02:52:32.461589
6467,binary_sensor.0x00158d00045d21c2_occupancy,on,2021-11-23 02:52:32.459869
6468,sensor.bedroom_entrance_illuminance_lux,0,2021-11-23 02:52:32.457891
6469,binary_sensor.0x00158d00066941c9_occupancy,off,2021-11-23 02:52:30.281873
6470,binary_sensor.0x00158d00066941c9_occupancy,on,2021-11-23 02:52:30.280352
6472,sensor.0x00158d00066941c9_illuminance_lux,20,2021-11-23 02:52:30.276347
6474,binary_sensor.0x00158d00045d21c2_occupancy,on,2021-11-23 02:51:02.455187
6475,binary_sensor.0x00158d00045d21c2_occupancy,off,2021-11-23 02:51:02.454228
6476,sensor.bedroom_entrance_illuminance_lux,0,2021-11-23 02:51:02.452738
6477,binary_sensor.0x00158d00066941c9_occupancy,on,2021-11-23 02:51:00.294009
6480,sensor.0x00158d00066941c9_illuminance_lux,20,2021-11-23 02:51:00.290132
6482,binary_sensor.0x00158d00066941c9_occupancy,on,2021-11-23 02:51:00.277188
6483,binary_sensor.0x00158d00066941c9_occupancy,off,2021-11-23 02:51:00.276209
6485,sensor.0x00158d00066941c9_illuminance_lux,20,2021-11-23 02:51:00.274728
6487,sensor.0x00158d00066941c9_illuminance_lux,17,2021-11-23 02:51:00.272707
6491,binary_sensor.0x00158d00066941c9_occupancy,off,2021-11-23 02:44:53.446898
6493,sensor.0x00158d00066941c9_illuminance_lux,17,2021-11-23 02:44:53.445450
6495,sensor.0x00158d00066941c9_illuminance_lux,26,2021-11-23 02:44:53.443311
6498,device_tracker.chris_phone,not_home,2021-11-23 02:43:54.592638
6499,binary_sensor.0x00158d00045d21c2_occupancy,off,2021-11-23 02:42:04.092889
6500,binary_sensor.0x00158d00045d21c2_occupancy,on,2021-11-23 02:42:04.091967
6501,sensor.bedroom_entrance_illuminance_lux,0,2021-11-23 02:42:04.090325
6502,binary_sensor.0x00158d00066941c9_occupancy,off,2021-11-23 02:42:01.941628
6503,binary_sensor.0x00158d00066941c9_occupancy,on,2021-11-23 02:42:01.940762
6505,sensor.0x00158d00066941c9_illuminance_lux,26,2021-11-23 02:42:01.937549
6511,binary_sensor.0x00158d00045d21c2_occupancy,on,2021-11-23 02:40:34.091190
6512,sensor.bedroom_entrance_illuminance_lux,0,2021-11-23 02:40:34.089676
6513,binary_sensor.0x00158d00045d21c2_occupancy,on,2021-11-23 02:40:34.088023
6514,binary_sensor.0x00158d00045d21c2_occupancy,off,2021-11-23 02:40:34.086868
6515,sensor.bedroom_entrance_illuminance_lux,0,2021-11-23 02:40:34.085474
6531,binary_sensor.0x00158d00066941c9_occupancy,on,2021-11-23 02:40:31.934051
6532,binary_sensor.0x00158d00066941c9_occupancy,off,2021-11-23 02:40:31.933032
6534,sensor.0x00158d00066941c9_illuminance_lux,26,2021-11-23 02:40:31.929343
6576,device_tracker.chris_phone,not_home,2021-11-23 02:33:45.048998
6577,binary_sensor.0x00158d00066941c9_occupancy,off,2021-11-23 02:30:16.105140
6578,binary_sensor.0x00158d00066941c9_occupancy,on,2021-11-23 02:30:16.103836
6580,sensor.0x00158d00066941c9_illuminance_lux,26,2021-11-23 02:30:16.100055
6582,binary_sensor.0x00158d00066941c9_occupancy,on,2021-11-23 02:28:46.091346
6583,binary_sensor.0x00158d00066941c9_occupancy,off,2021-11-23 02:28:46.089597
6585,sensor.0x00158d00066941c9_illuminance_lux,26,2021-11-23 02:28:46.086608
6587,sensor.0x00158d00066941c9_illuminance_lux,18,2021-11-23 02:28:46.082865
6590,binary_sensor.0x00158d00066941c9_occupancy,off,2021-11-23 02:27:05.289439
6591,binary_sensor.0x00158d00066941c9_occupancy,on,2021-11-23 02:27:05.288431
6593,sensor.0x00158d00066941c9_illuminance_lux,18,2021-11-23 02:27:05.284841
6598,binary_sensor.0x00158d00066941c9_occupancy,on,2021-11-23 02:25:35.290201
6599,binary_sensor.0x00158d00066941c9_occupancy,off,2021-11-23 02:25:35.289321
6601,sensor.0x00158d00066941c9_illuminance_lux,18,2021-11-23 02:25:35.286979
6603,sensor.0x00158d00066941c9_illuminance_lux,20,2021-11-23 02:25:35.284077
6605,weather.home,cloudy,2021-11-23 02:23:39.714312
6607,device_tracker.chris_phone,not_home,2021-11-23 02:19:23.105268
6610,device_tracker.chris_phone,not_home,2021-11-23 02:18:46.318539
6612,binary_sensor.0x00158d00045d21c2_occupancy,off,2021-11-23 02:12:43.782263
6613,sensor.bedroom_entrance_illuminance_lux,0,2021-11-23 02:12:43.780324
6620,weather.home,sunny,2021-11-23 01:24:39.701246
6625,device_tracker.chris_phone,not_home,2021-11-23 00:30:18.287804
6628,weather.home,sunny,2021-11-23 00:25:39.672537
6629,binary_sensor.0x00158d0001e4ad46_occupancy,off,2021-11-23 00:20:50.306949
6630,sensor.0x00158d0001e4ad46_illuminance_lux,16,2021-11-23 00:20:50.306226
6631,sensor.0x00158d0001e4ad46_illuminance_lux,17,2021-11-23 00:20:50.305161
6636,binary_sensor.0x00158d00066941c9_occupancy,off,2021-11-23 00:00:24.248260
6639,sensor.0x00158d00066941c9_illuminance_lux,20,2021-11-23 00:00:24.244888
6641,device_tracker.chris_phone,not_home,2021-11-23 00:00:12.364580
6649,device_tracker.chris_phone,not_home,2021-11-22 23:41:10.048008
6652,device_tracker.chris_phone,not_home,2021-11-22 23:40:28.584744
6655,device_tracker.chris_phone,not_home,2021-11-22 23:30:27.504095
6657,binary_sensor.0x00158d00045d21c2_occupancy,off,2021-11-22 23:27:42.499336
6658,sensor.bedroom_entrance_illuminance_lux,0,2021-11-22 23:27:42.497913
6659,weather.home,sunny,2021-11-22 23:26:39.738130
6660,binary_sensor.0x00158d0001e4ad46_occupancy,off,2021-11-22 23:25:48.877545
6661,sensor.0x00158d0001e4ad46_illuminance_lux,17,2021-11-22 23:25:48.876770
6662,sensor.0x00158d0001e4ad46_illuminance_lux,16,2021-11-22 23:25:48.875699
6665,device_tracker.chris_phone,not_home,2021-11-22 23:17:24.999959
6669,device_tracker.chris_phone,not_home,2021-11-22 23:11:01.551196
6671,binary_sensor.0x00158d00066941c9_occupancy,off,2021-11-22 23:05:23.451736
6674,sensor.0x00158d00066941c9_illuminance_lux,20,2021-11-22 23:05:23.448267
6680,device_tracker.chris_phone,not_home,2021-11-22 22:59:53.393898
6682,device_tracker.chris_phone,not_home,2021-11-22 22:46:47.663653
6688,device_tracker.chris_phone,not_home,2021-11-22 22:39:10.302399
6691,binary_sensor.0x00158d00045d21c2_occupancy,off,2021-11-22 22:32:41.749199
6692,sensor.bedroom_entrance_illuminance_lux,0,2021-11-22 22:32:41.747547
6693,binary_sensor.0x00158d0001e4ad46_occupancy,off,2021-11-22 22:30:48.325005
6694,sensor.0x00158d0001e4ad46_illuminance_lux,16,2021-11-22 22:30:48.323462
6696,device_tracker.chris_phone,not_home,2021-11-22 22:29:50.926194
6700,weather.home,sunny,2021-11-22 22:27:39.712049
6703,device_tracker.chris_phone,not_home,2021-11-22 22:18:49.914302
6706,device_tracker.chris_phone,not_home,2021-11-22 22:14:35.926421
6709,device_tracker.chris_phone,not_home,2021-11-22 21:59:04.668457
6714,device_tracker.chris_phone,not_home,2021-11-22 21:51:02.356308
6716,device_tracker.chris_phone,not_home,2021-11-22 21:43:10.500591
6722,binary_sensor.0x00158d00045d21c2_occupancy,off,2021-11-22 21:37:40.993122
6723,sensor.bedroom_entrance_illuminance_lux,0,2021-11-22 21:37:40.991401
6725,device_tracker.chris_phone,not_home,2021-11-22 21:37:32.474543
6727,device_tracker.chris_phone,not_home,2021-11-22 21:36:42.140803
6728,binary_sensor.0x00158d0001e4ad46_occupancy,off,2021-11-22 21:35:48.425703
6729,sensor.0x00158d0001e4ad46_illuminance_lux,16,2021-11-22 21:35:48.423974
6731,device_tracker.chris_phone,not_home,2021-11-22 21:31:20.228175
6733,device_tracker.chris_phone,not_home,2021-11-22 21:29:32.433244
6735,device_tracker.chris_phone,not_home,2021-11-22 21:28:50.428490
6736,weather.home,sunny,2021-11-22 21:28:39.678857
6739,device_tracker.chris_phone,not_home,2021-11-22 21:26:35.758591
6741,binary_sensor.0x00158d00066941c9_occupancy,off,2021-11-22 21:15:21.874701
6744,sensor.0x00158d00066941c9_illuminance_lux,20,2021-11-22 21:15:21.870804
6749,device_tracker.chris_phone,not_home,2021-11-22 21:11:30.882635
6751,device_tracker.chris_phone,not_home,2021-11-22 21:09:27.681462
6754,device_tracker.chris_phone,not_home,2021-11-22 20:57:01.063213
6756,binary_sensor.0x00158d00045d21c2_occupancy,off,2021-11-22 20:42:39.749187
6757,sensor.bedroom_entrance_illuminance_lux,0,2021-11-22 20:42:39.747485
6759,binary_sensor.0x00158d0001e4ad46_occupancy,off,2021-11-22 20:40:48.470145
6760,sensor.0x00158d0001e4ad46_illuminance_lux,16,2021-11-22 20:40:48.469455
6761,sensor.0x00158d0001e4ad46_illuminance_lux,15,2021-11-22 20:40:48.468202
6763,device_tracker.chris_phone,not_home,2021-11-22 20:31:42.473497
6764,weather.home,partlycloudy,2021-11-22 20:29:39.710058
6766,binary_sensor.0x00158d00066941c9_occupancy,off,2021-11-22 20:20:19.872863
6769,sensor.0x00158d00066941c9_illuminance_lux,20,2021-11-22 20:20:19.869241
6771,device_tracker.chris_phone,not_home,2021-11-22 20:12:58.075434
6777,device_tracker.chris_phone,not_home,2021-11-22 19:55:02.387918
6779,binary_sensor.0x00158d00045d21c2_occupancy,off,2021-11-22 19:47:39.309702
6780,sensor.bedroom_entrance_illuminance_lux,0,2021-11-22 19:47:39.308879
6781,sensor.bedroom_entrance_illuminance_lux,4,2021-11-22 19:47:39.307753
6782,binary_sensor.0x00158d0001e4ad46_occupancy,off,2021-11-22 19:45:48.573747
6783,sensor.0x00158d0001e4ad46_illuminance_lux,15,2021-11-22 19:45:48.572922
6784,sensor.0x00158d0001e4ad46_illuminance_lux,3,2021-11-22 19:45:48.571795
6789,device_tracker.chris_phone,not_home,2021-11-22 19:39:36.370705
6791,device_tracker.chris_phone,not_home,2021-11-22 19:36:12.892726
6792,weather.home,partlycloudy,2021-11-22 19:30:39.704645
6795,binary_sensor.0x00158d00066941c9_occupancy,off,2021-11-22 19:25:19.447395
6797,sensor.0x00158d00066941c9_illuminance_lux,20,2021-11-22 19:25:19.445598
6799,sensor.0x00158d00066941c9_illuminance_lux,58,2021-11-22 19:25:19.443103
6803,device_tracker.chris_phone,not_home,2021-11-22 19:19:12.420662
6805,device_tracker.chris_phone,not_home,2021-11-22 19:13:46.936042
6806,binary_sensor.0x00158d00066941c9_occupancy,off,2021-11-22 19:09:54.530861
6807,binary_sensor.0x00158d00066941c9_occupancy,on,2021-11-22 19:09:54.529619
6809,sensor.0x00158d00066941c9_illuminance_lux,58,2021-11-22 19:09:54.526163
6828,binary_sensor.0x00158d0001e4ad46_occupancy,off,2021-11-22 19:09:22.204642
6829,binary_sensor.0x00158d0001e4ad46_occupancy,on,2021-11-22 19:09:22.203640
6830,sensor.0x00158d0001e4ad46_illuminance_lux,3,2021-11-22 19:09:22.201696
6869,binary_sensor.0x00158d00066941c9_occupancy,on,2021-11-22 19:08:24.487821
6870,binary_sensor.0x00158d00066941c9_occupancy,off,2021-11-22 19:08:24.486470
6871,sensor.0x00158d00066941c9_illuminance_lux,58,2021-11-22 19:08:24.484523
6873,sensor.0x00158d00066941c9_illuminance_lux,3,2021-11-22 19:08:24.481246
6891,binary_sensor.0x00158d0001e4ad46_occupancy,on,2021-11-22 19:07:52.196137
6892,binary_sensor.0x00158d0001e4ad46_occupancy,off,2021-11-22 19:07:52.195159
6893,sensor.0x00158d0001e4ad46_illuminance_lux,3,2021-11-22 19:07:52.193622
6895,device_tracker.chris_phone,home,2021-11-22 19:06:01.386050
6898,device_tracker.chris_phone,not_home,2021-11-22 18:58:59.081027
6906,binary_sensor.0x00158d00045d21c2_occupancy,off,2021-11-22 18:52:37.433270
6907,sensor.bedroom_entrance_illuminance_lux,4,2021-11-22 18:52:37.431606
6908,binary_sensor.0x00158d0001e4ad46_occupancy,off,2021-11-22 18:49:41.460068
6909,sensor.0x00158d0001e4ad46_illuminance_lux,3,2021-11-22 18:49:41.458313
6912,device_tracker.chris_phone,not_home,2021-11-22 18:35:05.490208
6913,weather.home,partlycloudy,2021-11-22 18:31:39.652978
6920,device_tracker.chris_phone,not_home,2021-11-22 18:20:37.083200
6922,device_tracker.chris_phone,not_home,2021-11-22 18:17:41.109968
6923,device_tracker.chris_phone,not_home,2021-11-22 18:15:36.129961
6927,binary_sensor.0x00158d00045d21c2_occupancy,off,2021-11-22 17:57:35.816809
6928,sensor.bedroom_entrance_illuminance_lux,4,2021-11-22 17:57:35.816005
6929,sensor.bedroom_entrance_illuminance_lux,0,2021-11-22 17:57:35.814924
6931,binary_sensor.0x00158d0001e4ad46_occupancy,off,2021-11-22 17:54:41.234803
6932,sensor.0x00158d0001e4ad46_illuminance_lux,3,2021-11-22 17:54:41.234060
6933,sensor.0x00158d0001e4ad46_illuminance_lux,7,2021-11-22 17:54:41.232872
6936,device_tracker.chris_phone,not_home,2021-11-22 17:50:53.814235
6938,device_tracker.chris_phone,not_home,2021-11-22 17:41:42.288565
6940,binary_sensor.0x00158d00066941c9_occupancy,off,2021-11-22 17:35:44.754755
6942,sensor.0x00158d00066941c9_illuminance_lux,3,2021-11-22 17:35:44.752914
6944,sensor.0x00158d00066941c9_illuminance_lux,16,2021-11-22 17:35:44.750234
6946,weather.home,partlycloudy,2021-11-22 17:32:39.720983
6952,device_tracker.chris_phone,not_home,2021-11-22 17:23:40.191551
6957,device_tracker.chris_phone,not_home,2021-11-22 17:11:41.017284
6959,device_tracker.chris_phone,not_home,2021-11-22 17:07:30.643066
6961,device_tracker.chris_phone,not_home,2021-11-22 17:06:41.087223
6963,binary_sensor.0x00158d00045d21c2_occupancy,off,2021-11-22 17:02:35.835244
6964,sensor.bedroom_entrance_illuminance_lux,0,2021-11-22 17:02:35.833643
6965,binary_sensor.0x00158d0001e4ad46_occupancy,off,2021-11-22 16:59:38.762845
6966,sensor.0x00158d0001e4ad46_illuminance_lux,7,2021-11-22 16:59:38.762178
6967,sensor.0x00158d0001e4ad46_illuminance_lux,8,2021-11-22 16:59:38.761151
6972,device_tracker.chris_phone,not_home,2021-11-22 16:50:52.910505
6977,device_tracker.chris_phone,not_home,2021-11-22 16:39:24.283112
6979,weather.home,partlycloudy,2021-11-22 16:33:39.730942
6985,device_tracker.chris_phone,not_home,2021-11-22 16:23:40.206547
6988,device_tracker.chris_phone,not_home,2021-11-22 16:20:32.026564
6996,device_tracker.chris_phone,not_home,2021-11-22 16:08:43.126646
6997,binary_sensor.0x00158d00045d21c2_occupancy,off,2021-11-22 16:07:36.544004
